category,name_card,price,price_old,price_installment,rating_card,reviews_card,name_seller,rating_seller,url,article,screen_diagonal,ram,os,internal_storage,screen_size,cpu,main_camera,matrix,type_of_tablet,brand,announcement_year,android_version,hz_screen,ppi,processor_brand,processor_cores,ghz_processor,brand_graphic_proccessor,video_processor,front_camera,keyboard,case_material,waterproof,battery_capacity,accessories_included,dimensions,weight_g,country_of_origin,ios_version,harmonyos_version
tablets,"Детский планшет, 10.1"" 4 ГБ/64 ГБ, светло-розовый",,,2095.0,5.0,4,DDYSLYJCN Shop,4.8,https://www.ozon.kz/product/detskiy-planshet-10-1-4-gb-64-gb-svetlo-rozovyy-3131969825/,3131969825,10.1,4.0,Android,64,1280x800,,5.0,,Детский планшет,,2025,Android 12,,,,8,,,,2.0,,Силикон,Нет,4000,,300*280*60,1100.0,,,
tablets,"Планшет, 10.1"" 512 МБ/12 ГБ, белый",61405.0,322964.0,5118.0,,,Магазин 3854971,4.6,https://www.ozon.kz/product/planshet-10-1-512-mb-12-gb-belyy-3461905524/,3461905524,10.1,0.5,Android,12,3000x1140,Cortex-A53,13.0,IPS,Планшет,,2025,Android 14,120,333.0,ARM,8,1.5,Qualcomm,Adreno 720,5.0,Есть,Металл,Нет,8000,"Клавиатура, Стилус",240*160*90,450.0,Китай,,
tablets,"Xiaomi Планшет Redmi Pad Pro 5G, 12.11"" 6 ГБ/128 ГБ, зеленый",166977.0,259505.0,13915.0,4.9,434,Ozon Россия,4.9,https://www.ozon.kz/product/xiaomi-planshet-redmi-pad-pro-5g-12-11-6-gb-128-gb-zelenyy-1667234722/,1667234722,12.11,6.0,Android,128,2560x1600,Snapdragon 7s Gen2,8.0,IPS,Планшет,Xiaomi,,Android 14,,,Qualcomm,8,2.4,Qualcomm,Adreno 710,8.0,Опционально,"Металл, Стекло",,10000,,"280 x 181., x 7,5",571.0,Китай,,
tablets,"Планшет Легкий многофункциональный планшет Sunsung для повседневного использования, 10.1"" 16 ГБ/1024 ГБ, светло-серый, серый",72110.0,263410.0,6010.0,,,MNJ889,4.9,https://www.ozon.kz/product/planshet-legkiy-mnogofunktsionalnyy-planshet-sunsung-dlya-povsednevnogo-ispolzovaniya-10-1-16-3894236248/,3894236248,10.1,16.0,Android,1024,3000x1140,,,,Планшет,,2025,Android 13,60,,MediaTek,8,,,,,Опционально,,Да,7000,,24016090,500.0,Китай,,
tablets,"Xiaomi Планшет Pad 8 Pro, 11.2"" 12 ГБ/512 ГБ, серый",,,32650.0,,,diMoll,4.8,https://www.ozon.kz/product/xiaomi-planshet-pad-8-pro-11-2-12-gb-512-gb-seryy-3590075867/,3590075867,11.2,12.0,Android,512,3200x2136,Snapdragon 8 Elite,50.0,IPS,Планшет,,2026,Android 16,144,,Qualcomm,8,4.2,Qualcomm,Adreno 830,32.0,,Металл,Да,9200,,"251,2 × 173,4 × 5,8",485.0,Китай,,
tablets,"Планшет Планшет андроид，16+1024 ГБ，планшет с клавиатурой, 12000 мАч/16+1024 ГБ/Android 13.планшет игровой，планшет детский，планшет андроид с сим картой, 10.36"" 16 ГБ/1024 ГБ, светло-серый",42825.0,194384.0,3569.0,4.7,11,Товарочка,4.9,https://www.ozon.kz/product/planshet-planshet-android-16-1024-gb-planshet-s-klaviaturoy-12000-mach-16-1024-gb-android-3062031192/,3062031192,10.36,16.0,Android,1024,2560x1080,,32.0,IPS,Планшет,,2025,Android 13,,,MediaTek,14,,MediaTek,,16.0,Есть,Металл,,12000,,300*200*50,500.0,Китай,,
tablets,"Hugon Планшет 2026, 12"" 16 ГБ/1024 ГБ, сиреневый",90436.0,275167.0,7537.0,5.0,1,флагманский магазин,4.8,https://www.ozon.kz/product/hugon-planshet-2026-12-16-gb-1024-gb-sirenevyy-3494724743/,3494724743,12.0,16.0,Android,1024,3840x2160,Snapdragon 888,16.0,IPS,Планшет,,2026,Android 14,60,,Qualcomm,8,2.84,Qualcomm,Adreno 660,8.0,Есть,"Металл, Пластик, Стекло",Да,12000,"Клавиатура, Стилус",320x180x50,1320.0,Кыргызстан,,
tablets,"Планшет Флагманский планшетный компьютер, новая модель 2026 года, Android 13,11"", 16 ГБ + 1 ТБ, 8-ядерный процессор, Wi-Fi, бесплатная глобальная сеть, русская Bluetooth-клавиатура, защитная оболочка для планшетного компьютера, Bluetooth-гарнитура, зарядное устро, 11"" 1 ТБ/1024 ГБ, фиолетовый, лиловый",55682.0,110560.0,4641.0,4.4,18,Марс Электроникс(3),4.3,https://www.ozon.kz/product/planshet-flagmanskiy-planshetnyy-kompyuter-novaya-model-2026-goda-android-13-11-16-gb-1-tb-8-3618582618/,3618582618,11.0,1024.0,Android,1024,3000x1140,,,,Планшет,,2026,Android 13,60,330.0,,8,,,,,Есть,Металл,Нет,,Клавиатура,160*140*8,463.0,Китай,,
tablets,,,,,,,,,https://www.ozon.kz/product/apple-planshet-ipad-air-11-2025-epl-aypad-air-7th-m3-11-8-gb-256-gb-temno-seryy-1817721814/,1817721814,11.0,8.0,iOS,256,2360x1640,M3,12.0,IPS,Планшет,,2025,,60,,Apple,8,4.05,Apple,,12.0,,Металл,,7819,,247.6*178.5*6.1,460.0,Китай,ipadOS 18,
tablets,"Infinix Планшет XPAD 20, (X1102), Ростест (ЕАС), 11"" 6 ГБ/128 ГБ, фиолетовый",,,7071.0,4.9,262,Абсолют Трейд,4.9,https://www.ozon.kz/product/infinix-planshet-xpad-20-x1102-rostest-eas-11-6-gb-128-gb-fioletovyy-3194700685/,3194700685,11.0,6.0,Android,128,1920x1200,Helio G88,8.0,IPS,Планшет,Infinix,2025,Android 15,90,200.0,MediaTek,8,2.0,ARM,Mali-G52 MC2,5.0,,,Да,7000,,257.67х169.22х7.9,498.0,,,
tablets,"Планшет Планшет 2026 5G Абсолютно новый, 10,36-дюймовый , 12000 мАч, 16 ГБ + 1 ТБ, Android 13.0, Wifi, 14-ядерный планшетный ПК, сетевой глобальный планшет，Бесплатная Bluetooth-клавиатура + магнитный кожаный чехол + Bluetooth-гарнитура, 10.36"" 16 ГБ/1024 ГБ, темно-серый",46029.0,156979.0,3836.0,4.9,141,Магазин удачи,4.4,https://www.ozon.kz/product/planshet-planshet-2026-5g-absolyutno-novyy-10-36-dyuymovyy-12000-mach-16-gb-1-tb-android-13-0-3520997202/,3520997202,10.36,16.0,Android,1024,2560x1600,Snapdragon 888,32.0,IPS,Планшет,,2026,Android 13,,32.0,Qualcomm,14,3.2,MediaTek,,16.0,Есть,"Металл, Пластик",Да,12000,"Клавиатура, Стилус",10.36,500.0,Китай,,
tablets,"Планшет Samsumg Galxay Pad S26 Ultra, 10.1"" 16 ГБ/1024 ГБ, пурпурный, бордовый",53674.0,321607.0,4473.0,4.8,163,Top Store,4.6,https://www.ozon.kz/product/planshet-samsumg-galxay-pad-s26-ultra-10-1-16-gb-1024-gb-purpurnyy-bordovyy-3207473396/,3207473396,10.1,16.0,Android,1024,2560x1600,Snapdragon 8 Gen3 Leading Version,32.0,IPS,Планшет,,2025,Android 15,140,,Qualcomm,8,3.4,Qualcomm,Adreno 750,16.0,Опционально,"Металл, Пластик, Стекло",Да,10000,Клавиатура,214*160*8.7,300.0,Китай,,
tablets,"Apple Планшет iPad Pro 13 M5 (2025) LTE (eSIM) + Wi-Fi без RuStore/MAX, 13"" 12 ГБ/256 ГБ, черно-серый",930199.0,2037963.0,77517.0,5.0,1,Forward Store,4.9,https://www.ozon.kz/product/apple-planshet-ipad-pro-13-m5-2025-lte-esim-wi-fi-bez-rustore-max-13-12-gb-256-gb-cherno-seryy-3200189563/,3200189563,13.0,12.0,iOS,256,2752x2064,M5,12.0,OLED,Планшет,,2025,,120,264.0,Apple,10,4.6,Apple,,12.0,Опционально,Металл,Нет,10260,,281.6x215.5x5.1,579.0,Китай,iPadOS 26,
tablets,,,,,,,,,https://www.ozon.kz/product/veltrox-planshet-android-10-1-32-gb-1024-gb-chernyy-3486299827/,3486299827,10.1,32.0,Android,1024,3040x1440,,30.0,IPS,Планшет,,2026,Android 13,60,330.0,MediaTek,8,2.0,ARM,Mali-G76 MP12,13.0,Есть,"Металл, Пластик, Стекло",Да,10000,"Клавиатура, Стилус",242x160x13,470.0,Китай,,
tablets,"Планшет Pad App!e A17 Max, 10.1"" 16 ГБ/1024 ГБ, черный матовый, коралловый",63580.0,322847.0,5299.0,4.8,178,ZUNYI POP Store,4.8,https://www.ozon.kz/product/planshet-pad-app-e-a17-max-10-1-16-gb-1024-gb-chernyy-matovyy-korallovyy-3576567140/,3576567140,10.1,16.0,Android,1024,2560x1600,Snapdragon 8 Gen3 Leading Version,32.0,HD Super AMOLED,Планшет,,2026,Android 15,120,,Qualcomm,8,3.4,Qualcomm,Adreno 750,16.0,Опционально,"Металл, Стекло, Пластик",Да,10000,Клавиатура,214*160*8.7,300.0,Китай,,
tablets,"Samsung Планшет Galaxy Tab S11 Ultra 5g, 14.6"" 12 ГБ/512 ГБ, серый",,,84839.0,,,"""Фреш Прайс""",4.7,https://www.ozon.kz/product/samsung-planshet-galaxy-tab-s11-ultra-5g-14-6-12-gb-512-gb-seryy-2939009232/,2939009232,14.6,12.0,Android,512,2960x1848,Dimensity 9400,13.0,Dynamic AMOLED 2X,Планшет,,2025,Android 15,120,274.0,MediaTek,8,3.62,,,12.0,,Металл,,11600,Стилус,208.5х326.3х5.1,692.0,,,
tablets,"Xiaomi Планшет Pad 7, 11.16"" 8 ГБ/256 ГБ, серый",229977.0,2514658.0,19165.0,5.0,2,TabSpace,5.0,https://www.ozon.kz/product/xiaomi-planshet-pad-7-11-16-8-gb-256-gb-seryy-1967132311/,1967132311,11.16,8.0,Android,256,3200x2136,Snapdragon 7 Gen3,13.0,IPS,Планшет,,2025,Android 15,144,345.0,Qualcomm,8,2.8,Qualcomm,Adreno 732,8.0,,Металл,Нет,8850,,260x180x10,600.0,Китай,,
tablets,"Lenovo Планшет Legion Y900 (TB570FU), 14.5"" 256 ГБ, серый",,,297554.0,,,Белый Ветер Цифрово...,4.6,https://www.ozon.kz/product/lenovo-planshet-legion-y900-tb570fu-14-5-256-gb-seryy-2483274642/,2483274642,14.5,,Android,256,,Dimensity 9000,13.0,AMOLED,Планшет,Lenovo,2023,Android 13.x,,244.0,MediaTek,8,3.05,,,13.0,Опционально,Металл,,12300,,"327,8х210,8х5,85",740.0,,,
tablets,"Планшет App!e Pad A16 Pro Max, 10.1"" 16 ГБ/1024 ГБ, синий",60772.0,353247.0,5065.0,4.9,64,Fashion Store,4.8,https://www.ozon.kz/product/planshet-app-e-pad-a16-pro-max-10-1-16-gb-1024-gb-siniy-3336570563/,3336570563,10.1,16.0,Android,1024,2560x1600,Snapdragon 8 Gen3 Leading Version,32.0,IPS,Планшет,,2025,Android 15,140,,Qualcomm,8,3.4,Qualcomm,Adreno 750,16.0,Опционально,"Металл, Стекло, Пластик",Да,10000,Клавиатура,214*160*8.7,300.0,Китай,,
tablets,"Планшет Tab 17 Pro Max, 10.1"" 12 ГБ/1024 ГБ, синий",58818.0,352850.0,4902.0,5.0,61,Fashion Store,4.8,https://www.ozon.kz/product/planshet-tab-17-pro-max-10-1-12-gb-1024-gb-siniy-3609676552/,3609676552,10.1,12.0,Android,1024,2560x1600,Snapdragon 8 Gen3 Leading Version,32.0,IPS,Планшет,,2026,Android 15,140,,Qualcomm,8,3.4,Qualcomm,Adreno 750,16.0,Опционально,"Металл, Стекло, Пластик",Да,10000,Клавиатура,214*160*8.7,300.0,Китай,,
tablets,"Планшет, 10.1"" 16 ГБ/, оранжевый",44787.0,208315.0,3733.0,,,LLCCN SHOP,4.8,https://www.ozon.kz/product/planshet-10-1-16-gb-oranzhevyy-3733808822/,3733808822,10.1,16.0,Android,,2560x1600,,32.0,,Планшет,,2026,Android 15 (Go edition),90,,,,,,,16.0,Есть,Пластик,Нет,10000,"Клавиатура, Стилус",300*230*80,1200.0,Китай,,
tablets,"Планшет Планшет Андроид 13 Lingbo Pad 7 Max 16gb/1Tb . Планшет с клавиатурой, WiFi камерой, серый., 11"" 16 ГБ/1024 ГБ, черно-серый, черный матовый",79226.0,389300.0,6603.0,4.9,1435,For You,4.9,https://www.ozon.kz/product/planshet-planshet-android-13-lingbo-pad-7-max-16gb-1tb-planshet-s-klaviaturoy-wifi-kameroy-seryy-11-1908892171/,1908892171,11.0,16.0,Android,1024,3040x1440,MT8765,16.0,IPS,Планшет,,,Android 13,,160.0,MediaTek,8,1.3,ARM,Mali-T720,5.0,Есть,"Пластик, Стекло",Да,12000,"Клавиатура, Стилус",260x10x170,500.0,Китай,,
tablets,"Планшет планшетный компьютер, Android 13, 10,36 дюйма, планшетный компьютер с русской клавиатурой, 12000 мАч, Wi-Fi+Bluetooth, для тренировок/игр/бизнеса, 10.36"" 16 ГБ/1024 ГБ, золотой",48141.0,161659.0,4012.0,5.0,118,сильный,5.0,https://www.ozon.kz/product/planshet-planshetnyy-kompyuter-android-13-10-36-dyuyma-planshetnyy-kompyuter-s-russkoy-klaviaturoy-3185543945/,3185543945,10.36,16.0,Android,1024,2560x1600,,32.0,IPS,Планшет,,2025,Android 13,,32.0,MediaTek,14,3.2,MediaTek,,16.0,Есть,"Металл, Пластик",Да,12000,Клавиатура,10.36,500.0,Китай,,
tablets,"aktronix Планшет, 10.1"" 8 ГБ/256 ГБ, синий",,,4330.0,4.0,61,ArtHouse3D,4.5,https://www.ozon.kz/product/aktronix-planshet-10-1-8-gb-256-gb-siniy-1821414613/,1821414613,10.1,8.0,Android,256,1280x800,,16.0,IPS,Планшет,,2024,Android 12,,,MediaTek,8,1.4,,,13.0,Есть,"Пластик, Стекло",Нет,10000,Клавиатура,240х160х9,450.0,Китай,,
tablets,"Blackview Планшет ACTIVE 8 PRO (BKV-A8PRO.8-256.BK), 10.36"" 256 ГБ, черный",,,146984.0,,,Белый Ветер Цифрово...,4.6,https://www.ozon.kz/product/blackview-planshet-active-8-pro-bkv-a8pro-8-256-bk-10-36-256-gb-chernyy-2483275154/,2483275154,10.36,,Android,256,2000x1200,Helio G99,48.0,IPS,Планшет,Blackview,,Android 13.x,,,MediaTek,8,2.2,ARM,Mali-G57 MC2,16.0,,Пластик,,22000,,"256,3x165,8x16,8",976.0,Китай,,
tablets,"Samsung Планшет Galaxy Tab S11 LTE, 10.9"" 128 ГБ, серебристый",525669.0,959136.0,43806.0,,,Varik,4.8,https://www.ozon.kz/product/samsung-planshet-galaxy-tab-s11-lte-10-9-128-gb-serebristyy-3455216579/,3455216579,10.9,,Android,128,2560x1600,Snapdragon 8s Gen4,13.0,,Планшет,Samsung,2025,Android 15,120,287.0,Qualcomm,8,3.0,Qualcomm,Adreno 735,,Опционально,Авиационный алюминий,Да,8000,Стилус,"253,8 × 165,3 × 5,5",469.0,,,
tablets,"Cubot Планшет Защищенный планшет Cubot TAB KingKong 8/256 ГБ, портативный пк для работы и путешествий, 10.1"" 8 ГБ/256 ГБ, черно-серый",167465.0,287320.0,13956.0,5.0,2,BassBoomRu,4.7,https://www.ozon.kz/product/cubot-planshet-zashchishchennyy-planshet-cubot-tab-kingkong-8-256-gb-portativnyy-pk-dlya-raboty-2824836154/,2824836154,10.1,8.0,Android,256,1920x1200,MT8788,16.0,IPS,Планшет,,2025,Android 13,,,MediaTek,8,2.0,,,8.0,Опционально,"Металл, Пластик",,10600,Клавиатура,251x170x15,820.0,Китай,,
tablets,"Xiaomi Планшет Mi Pad 7, 11.16"" 8 ГБ/256 ГБ, зеленый",,,19186.0,5.0,3,Опт и розница,4.7,https://www.ozon.kz/product/xiaomi-planshet-mi-pad-7-11-16-8-gb-256-gb-zelenyy-1920387873/,1920387873,11.16,8.0,Android,256,3200x2136,Snapdragon 7 Plus Gen3,13.0,IPS,Планшет,,2025,Android 15,240,340.0,Qualcomm,8,2.8,Adreno,,8.0,Опционально,"Металл, Пластик",Нет,8850,,251.22 x 173.42 x 6.18,500.0,Китай,,
tablets,"Планшет Детский планшет Galaxy F21 10.1"" 12+512 ГБ LTE с чехлом, защитной пленкой, зарядным устройством, наушниками, шнурком, стилусом, конструкторами и детскими наклейками, для обучения, творчества и развлечений, 10.1"" 12 ГБ/512 ГБ, светло-розовый",93904.0,328798.0,7826.0,,,Shop1,5.0,https://www.ozon.kz/product/planshet-detskiy-planshet-galaxy-f21-10-1-12-512-gb-lte-s-chehlom-zashchitnoy-plenkoy-3752610643/,3752610643,10.1,12.0,Android,512,2560x1600,Helio X30,48.0,AMOLED,Планшет,,2026,Android 15,120,300.0,MediaTek,10,10.0,MediaTek,,24.0,,"Стекло, Металл",Да,6800,Стилус,245x170x15,700.0,Китай,,
tablets,,,,,,,,,https://www.ozon.kz/product/xiaomi-planshet-pad-8-wi-fi-11-2-256-gb-zelenyy-3693696453/,3693696453,11.2,,Android,256,3200x2136,Snapdragon 8s Gen3,13.0,IPS,Планшет,Xiaomi,2025,Android 16,144,,Qualcomm,8,3.0,Adreno,,8.0,Опционально,Авиационный алюминий,Нет,9200,,"	251,2 x 173,4 x 5,8 мм",485.0,,,
tablets,"Xiaomi Планшет Redmi Pad 2 Pro 5G, 12.1"" 6 ГБ/128 ГБ, серебристый",141230.0,238378.0,11770.0,4.9,270,Ozon Россия,4.9,https://www.ozon.kz/product/xiaomi-planshet-redmi-pad-2-pro-5g-12-1-6-gb-128-gb-serebristyy-2958150717/,2958150717,12.1,6.0,Android,128,2560x1600,Snapdragon 7s Gen4,13.0,IPS,Планшет,Xiaomi,,Android 15,120,,Qualcomm,8,2.5,Qualcomm,Adreno 810,8.0,,"Пластик, Металл",,12000,,279.8 x 181.65 x 7.5,600.0,Китай,,
tablets,"Планшет Планшетный ПК 2025 года выпуска, новый 5G Android 11, 11-дюймовый 8-ядерный процессор ""16 ГБ + 1 ТБ, Wi-Fi, бесплатная глобальная сеть, русская клавиатура Bluetooth, защитная оболочка для планшета, зарядное устройство, сенсорная ручка, подставка для планш, 11"" 1 ТБ/1024 ГБ, белый, серебристый",54573.0,135356.0,4548.0,4.2,60,Боруи Электроникс(5...,4.3,https://www.ozon.kz/product/planshet-planshet-2026-novyy-5g-android-11-11-16-gb-1-tb-8-yadernyy-protsessor-wi-fi-globalnaya-3516322843/,3516322843,11.0,1024.0,Android,1024,3000x1876,,30.0,,Планшет,,,Android 11.x,90,330.0,,8,,,,13.0,Есть,Пластик,Да,7000,,160*140*10,470.0,Китай,,
tablets,"Планшет Pad Samsumg Galxay S26 Ultra+, 10.1"" 16 ГБ/1024 ГБ, бирюзовый, лазурный",65212.0,329356.0,5435.0,4.9,40,Fashion Store,4.8,https://www.ozon.kz/product/planshet-pad-samsumg-galxay-s26-ultra-10-1-16-gb-1024-gb-biryuzovyy-lazurnyy-3509751439/,3509751439,10.1,16.0,Android,1024,2560x1600,Snapdragon 8 Gen3 Leading Version,32.0,Super AMOLED,Планшет,,2026,Android 15,120,,Qualcomm,8,3.4,Qualcomm,Adreno 750,16.0,Опционально,"Металл, Стекло",Да,10000,Клавиатура,214*160*8.7,300.0,Китай,,
tablets,"Apple Планшет iPad 2025, Wi-Fi, 11"" 128 ГБ, желтый",,,27771.0,,,EgoGadget,4.9,https://www.ozon.kz/product/apple-planshet-ipad-2025-wi-fi-11-128-gb-zheltyy-3386251218/,3386251218,11.0,,Другая,128,2360x1640,,12.0,,Планшет,,2025,,60,,Apple,5,,Apple,Apple A16 GPU,,Опционально,Металл,Нет,7613,,248 x 179 x 7,550.0,Китай,ipadOS 18,
tablets,"Samsung Планшет Планшет Samsung Galaxy Tab A9+ 2023, 4/64GB, Wi-Fi+Cell, Graphite, 11"" 64 ГБ, темно-серый",128356.0,920541.0,10697.0,,,Fon Line NEW,5.0,https://www.ozon.kz/product/samsung-planshet-planshet-samsung-galaxy-tab-a9-2023-4-64gb-wi-fi-cell-graphite-11-64-gb-temno-seryy-3051843636/,3051843636,11.0,,Android,64,1920x1200,Snapdragon 695,8.0,,Планшет,Samsung,2023,,,,Qualcomm,8,2.2,Qualcomm,Adreno 619,5.0,,Металл,,7040,,168.7x257.1x6.9,491.0,Китай,ipadOS 17,
tablets,"Детский планшет Планшет детский развивающий, 7"" 10 ГБ/512 ГБ, подарок для девочек и мальчиков на новый год, 7.1"" 10 ГБ/512 ГБ, светло-розовый",20157.0,42149.0,1680.0,4.2,9,kuangemc408,4.8,https://www.ozon.kz/product/detskiy-planshet-planshet-detskiy-razvivayushchiy-7-10-gb-512-gb-podarok-dlya-devochek-i-3048559812/,3048559812,7.1,10.0,Android,512,2800x1280,Snapdragon 7 Gen1,36.0,E-Ink Kaleido 3,Детский планшет,,2025,Android 12 (EMUI 14.2),144,,Qualcomm,4,2.4,ARM,Mali-G78 MP20,24.0,Опционально,Стекло,Да,5000,Стилус,192*129*12,300.0,Китай,,HarmonyOS 4.2.0
tablets,"Планшет Pad 8 Ultra, 13"" 16 ГБ/1024 ГБ, черный",,,3670.0,,,PY-HOME,4.8,https://www.ozon.kz/product/planshet-pad-8-ultra-13-16-gb-1024-gb-chernyy-3822159770/,3822159770,13.0,16.0,Android,1024,1920x1200,Snapdragon 685,8.0,IPS,Планшет,,2024,Android 14,60,224.0,Qualcomm,8,1.0,Qualcomm,Adreno 610,5.0,Опционально,"Металл, Стекло",Нет,7000,Клавиатура,230x182x55,1000.0,Китай,,
tablets,"HUAWEI Планшет MatePad, 11.5"" 6 ГБ/128 ГБ, серый",93363.0,180380.0,7781.0,4.9,917,Ozon Россия,4.9,https://www.ozon.kz/product/huawei-planshet-matepad-11-5-6-gb-128-gb-seryy-1803349326/,1803349326,11.5,6.0,HarmonyOS,128,2200x1440,Kirin T80,13.0,IPS,Планшет,HUAWEI,2025,,120,229.0,HiSilicon,8,2.62,,,8.0,Опционально,Металл,,7700,,"260,88 x 176,82 x 6,85",499.0,Китай,,HarmonyOS 4.2.0
tablets,"Apple Планшет iPad Air 13 M4 Wi-Fi, 13"" 12 ГБ/128 ГБ, бежевый",625761.0,2885070.0,52147.0,,,TabSpace,5.0,https://www.ozon.kz/product/apple-planshet-ipad-air-13-m4-wi-fi-13-12-gb-128-gb-bezhevyy-3690363871/,3690363871,13.0,12.0,iOS,128,2732x2048,M4,12.0,IPS,Планшет,,2026,,60,264.0,Apple,8,4.05,,,12.0,,Металл,Нет,9705,,250x180x10,500.0,Китай,iPadOS 26,
tablets,"HUAWEI Планшет MatePad Pro, 12.2"" 12 ГБ/256 ГБ, темно-серый",,,38901.0,5.0,17,Абсолют Трейд,4.9,https://www.ozon.kz/product/huawei-planshet-matepad-pro-12-2-12-gb-256-gb-temno-seryy-2402177770/,2402177770,12.2,12.0,HarmonyOS,256,2800x1840,Kirin T92A,50.0,,Планшет,HUAWEI,2025,,144,274.0,HiSilicon,8,2.5,HiSilicon,Maleoon 910 MP4,8.0,Есть,Металл,Нет,10100,Клавиатура,"271,2 5х 182,53 х 5,5",508.0,,,HarmonyOS 4.3.0
tablets,"Samsung Планшет Galaxy Tab S10 FE +(Plus) Wi-Fi, 13.1"" 8 ГБ/128 ГБ, серебристый",,,29253.0,5.0,1,"""ТвойМаркет Электро...",4.8,https://www.ozon.kz/product/samsung-planshet-galaxy-tab-s10-fe-plus-wi-fi-13-1-8-gb-128-gb-serebristyy-2137948105/,2137948105,13.1,8.0,Android,128,2880x1800,Exynos 1580,13.0,IPS,Планшет,,2025,Android 15,90,259.0,Samsung,8,2.9,Samsung,Xclipse 540,12.0,,Металл,,10090,Стилус,300.6 x 194.7 x 6,664.0,Вьетнам,,
tablets,"Планшет Pad 10 Ultra, 10.1"" 16 ГБ/1024 ГБ, синий",49301.0,227580.0,4109.0,5.0,20,ZUNYI Phones Store,4.7,https://www.ozon.kz/product/planshet-pad-10-ultra-10-1-16-gb-1024-gb-siniy-3886100870/,3886100870,10.1,16.0,Android,1024,2560x1600,Snapdragon 8 Gen3,32.0,IPS,Планшет,,2026,Android 15,120,298.9,Qualcomm,8,3.3,Qualcomm,Adreno 504,16.0,Есть,"Металл, Пластик",Да,10000,Клавиатура,270*180*55,410.0,Китай,,
tablets,"Планшет Pad 25 Ultra, 10.1"" 1 ТБ/1 ГБ, золотой",,,5189.0,4.6,23,Nova Mobiles,4.7,https://www.ozon.kz/product/planshet-pad-25-ultra-10-1-1-tb-1-gb-zolotoy-2406864406/,2406864406,10.1,1024.0,Android,1,2560x1600,Snapdragon 8 Gen3,32.0,AMOLED,Планшет,,2025,Android 15,120,330.0,Qualcomm,10,3.3,Qualcomm,Adreno 619,16.0,Есть,"Пластик, Стекло, Металл",Да,10000,"Клавиатура, Стилус",,420.0,Китай,,
tablets,"Samsung Планшет Galaxy Tab S9 (SM-X716) 5G, Ростест (EAC), 11"" 12 ГБ/256 ГБ, серый. Уцененный товар",507940.0,771199.0,42329.0,,,Ozon Россия,4.9,https://www.ozon.kz/product/samsung-planshet-galaxy-tab-s9-sm-x716-5g-rostest-eac-11-12-gb-256-gb-seryy-utsenennyy-tovar-3333686579/,3333686579,11.0,12.0,Android,256,2560x1600,Snapdragon 8 Gen2,13.0,Dynamic AMOLED 2X,Планшет,Samsung,2023,Android 13,120,274.0,Qualcomm,8,3.2,Qualcomm,Adreno 740,12.0,,Металл,Да,8400,Стилус,254.3 x 165.8 x 5.9,498.0,Вьетнам,,
tablets,"Umiio Планшет, 10.1"" 2 ГБ/32 ГБ, серый",47039.0,125060.0,3920.0,5.0,1,Яюань Торговля,4.9,https://www.ozon.kz/product/umiio-planshet-10-1-2-gb-32-gb-seryy-3823470025/,3823470025,10.1,2.0,Android,32,3000x2000,,16.0,,Планшет,,,Android 11.x,120,,,,,,,8.0,Есть,"Металл, Стекло, Полимер",Да,7000,,200*150*8,450.0,Китай,,
tablets,"Xiaomi Планшет, 12.1"" 6 ГБ/128 ГБ, серый, темно-серый",,,10308.0,,,Эльдорадо,4.8,https://www.ozon.kz/product/xiaomi-planshet-12-1-6-gb-128-gb-seryy-temno-seryy-3523410322/,3523410322,12.1,6.0,Android,128,2560x1600,,8.0,IPS,Планшет,,,Android 15,,,Qualcomm,8,2.8,,,8.0,,Металл,,12000,,181.65x279.8x7.5,610.0,Китай,,
tablets,"FENK Планшет, 12"" 16 ГБ/1024 ГБ, светло-зеленый, оливковый",,,9097.0,4.2,5,Официальный флагман...,4.8,https://www.ozon.kz/product/fenk-planshet-12-16-gb-1024-gb-svetlo-zelenyy-olivkovyy-3667285611/,3667285611,12.0,16.0,Android,1024,3840x2160,Snapdragon 888,16.0,IPS,Планшет,,2025,Android 14,,,Qualcomm,8,,Qualcomm,,8.0,Есть,"Металл, Пластик, Стекло",Да,12000,"Клавиатура, Стилус",320x180x50,1320.0,Китай,,
tablets,Планшет Модель 1564 ГБ/,4254.0,8770.0,355.0,,,Digital Accessories S...,4.7,https://www.ozon.kz/product/planshet-model-1564-gb-3678032240/,3678032240,,64.0,,,,,,,Планшет,,2024,Android 14,60,,Apple,1,,Без видеокарты,,,Опционально,Пластик,Нет,,,390×280×15,,Китай,,HarmonyOS 4.2.0
tablets,"Rus Win Планшет Планшет Андроид , 11"", 11"" 12 ГБ/256 ГБ, голубой",53020.0,309333.0,4419.0,5.0,3,циклоны,4.7,https://www.ozon.kz/product/rus-win-planshet-planshet-android-11-11-12-gb-256-gb-goluboy-3184403233/,3184403233,11.0,12.0,Android,256,1920x1200,Helio G85,5.0,,Планшет,,2025,Android 14,,,MediaTek,8,2.0,MediaTek,,,Есть,Металл,,8000,Клавиатура,258 х 170 х 8.6 мм,600.0,Китай,,
