category,name_card,price,price_old,price_installment,rating_card,reviews_card,name_seller,rating_seller,cpu,ssd_capacity,gpu_full_name,os,screen_diagonal,ram,auto_time,weight_kg,matrix,ram_type,case_material,cpu_model,processor_brand,ghz_processor,processor_cores,screen_size,touch_screen,battery_capacity,screen_coating,gpu_type,brand_graphic_proccessor,storage_type,hz_screen,web_camera,discount_abs,discount_pct,ram_per_core,high_refresh_rate,cpu_power_proxy,res_w,res_h,pixel_count
laptop,"Lenovo Ноутбук 15.6"", Intel Core i5-6200U, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 520, Windows Pro, черный, Русская раскладка",182090.0,583375.0,15175.0,5.0,32.0,ThinkPad магазин,4.8,Intel Core i5-6200U,512.0,Intel HD Graphics 520,Windows Pro,15.6,16.0,5.0,1.9,IPS,DDR3,ABS пластик,Intel Core i5,Intel,2.4,2.0,1920x1080,no_data,40.0,Глянцевое,Встроенная,Intel,SSD,60.0,0.3,401285.0,68.79,8.0,False,4.8,1920.0,1080.0,2073600.0
laptop,"ASUS Vivobook 18 Ноутбук 18"", AMD Ryzen 7 260, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon 780M, Без системы, (90NB15P1-M002S0), синий, Русская раскладка",505848.0,652756.0,42154.0,4.9,30.0,Ozon Россия,4.9,AMD Ryzen 7 260,1024.0,AMD Radeon 780M,Без системы,18.0,16.0,8.0,2.6,IPS,DDR5,ABS пластик,AMD Ryzen 7,AMD,5.1,8.0,1920x1200,no_data,70.0,Антибликовое,Встроенная,AMD,SSD,144.0,0.3,146908.0,22.51,2.0,True,40.8,1920.0,1200.0,2304000.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,Intel Core i5-1335U,512.0,Intel Iris Xe Graphics,Без системы,15.6,16.0,7.0,1.6,OLED,no_data,Пластик,Intel Core i5,Intel,1.3,10.0,2880x1620,Нет,50.0,Глянцевое,Встроенная,Intel,SSD,120.0,2.0,410511.0,49.18,1.6,True,13.0,2880.0,1620.0,4665600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,Intel N95,1024.0,Intel UHD Graphics Xe 16EUs,Windows Pro,18.4,16.0,5.0,2.8,IPS,DDR4,ABS пластик,Intel N-series,Intel,3.4,4.0,1920x1080,Нет,56.0,Матовое,Встроенная,Intel,SSD,60.0,1.3,410511.0,49.18,4.0,False,13.6,1920.0,1080.0,2073600.0
laptop,"Neobihier I7-8850H-GTX1650-144Hz Игровой ноутбук 16.1"", Intel Core i7-8750H, RAM 16 ГБ, SSD 128 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows Pro, серый, Русская раскладка",424220.0,834731.0,47403.0,5.0,2.0,Neobihier,5.0,Intel Core i7-8750H,128.0,NVIDIA GeForce GTX 1650 (4 Гб),Windows Pro,16.1,16.0,4.0,2.3,IPS,DDR4,"Алюминиевый сплав, ABS пластик",Intel Core 7,Intel,2.2,6.0,1920x1200,Нет,57.75,Матовое,Дискретная,NVIDIA,SSD,144.0,1.0,410511.0,49.18,2.6666666666666665,True,13.200000000000001,1920.0,1200.0,2304000.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,AMD Ryzen 7 8845HS,1000.0,AMD Radeon 780M,Windows Pro,16.0,32.0,9.0,1.6,IPS,DDR5,Алюминиевый сплав,AMD Ryzen 7,AMD,5.1,8.0,2560x1600,no_data,60.0,Антибликовое,no_data,AMD,eMMC,120.0,5.0,410511.0,49.18,4.0,True,40.8,2560.0,1600.0,4096000.0
laptop,"Lenovo Игровой ноутбук 15.6"", Intel Core i7-6500U, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 520, Windows Pro, черный, Русская раскладка",200593.0,642655.0,16717.0,4.9,30.0,LenovoCN,4.7,Intel Core i7-6500U,512.0,Intel HD Graphics 520,Windows Pro,15.6,16.0,13.0,1.9,IPS,DDR4,ABS пластик,Intel Core i7,Intel,2.5,2.0,1920x1080,no_data,40.0,Глянцевое,Встроенная,Intel,SSD,60.0,0.3,442062.0,68.79,8.0,False,5.0,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,Intel Core i7-14650HX,1024.0,NVIDIA GeForce RTX 5060 для ноутбуков (8 Гб),Без системы,15.6,32.0,7.0,2.4,IPS,DDR5,Пластик,Intel Core i7,Intel,2.2,16.0,1920x1080,Нет,75.0,Матовое,Дискретная,Intel,SSD,144.0,1.0,410511.0,49.18,2.0,True,35.2,1920.0,1080.0,2073600.0
laptop,"Ninkear A16 PRO 8745 Ноутбук 16"", AMD Ryzen 7 8745HS, RAM 32 ГБ, SSD 2048 ГБ, AMD Radeon 780M, Windows Pro, (A16 PRO 8745), серебристый, Русская раскладка",686713.0,1188097.0,57227.0,4.9,30.0,Ninkear Flagship,4.8,AMD Ryzen 7 8745HS,2048.0,AMD Radeon 780M,Windows Pro,16.0,32.0,7.0,1.65,no_data,DDR5,Металл,AMD Ryzen 7,AMD,4.9,8.0,2560x1600,Нет,58.3,no_data,Встроенная,AMD,SSD,120.0,2.0,501384.0,42.2,4.0,True,39.2,2560.0,1600.0,4096000.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,AMD Ryzen 5 7535U,512.0,AMD Radeon,Без системы,14.0,16.0,7.0,1.4,IPS,DDR5,no_data,AMD Ryzen 5,AMD,2.9,6.0,1920x1080,Нет,42.0,Матовое,Встроенная,AMD,SSD,60.0,2.0,410511.0,49.18,2.6666666666666665,False,17.4,1920.0,1080.0,2073600.0
laptop,"A141 Ноутбук 14.1"", Intel Pentium J3710, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows Pro, (A141), серебристый, Русская раскладка",146809.0,588248.0,12235.0,4.9,798.0,Bettergoods,4.9,Intel Pentium J3710,256.0,Intel UHD Graphics,Windows Pro,14.1,8.0,5.0,1.6,TN,DDR3L,ABS пластик,Intel Pentium,Intel,2.6,4.0,1366x768,Нет,56.0,Глянцевое,no_data,Intel,SSD,60.0,0.3,441439.0,75.04,2.0,False,10.4,1366.0,768.0,1049088.0
laptop,"Acer Aspire 5 A515-58P-33UJ Ноутбук, Intel UHD Graphics, серый",424220.0,834731.0,21214.0,5.0,2.0,М.Видео,4.8,no_data,512.0,Intel UHD Graphics,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,4.5,6.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.6666666666666665,False,27.0,1920.0,1080.0,2073600.0
laptop,Ноутбук,34078.0,50853.0,2840.0,5.0,2.0,Huinamu,4.7,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,Intel Celeron,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,16775.0,32.99,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,"ARDOR GAMING ARDOR GAMING NEO N17-I5ND415, Intel Core i5-12450H, DDR4 16 ГБ, SSD 1000 ГБ, GeForce RTX 4050 - 6 ГБ, без ОС, черный Игровой ноутбук 17.3"", Intel Core i5-12450H, RAM 16 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 4050 для ноутбуков (6 Гб), Без системы, (N17-I5ND415), черный, Русская раскладка",424220.0,834731.0,86282.0,5.0,4.0,RS-Eectronics,4.9,Intel Core i5-12450H,1000.0,NVIDIA GeForce RTX 4050 для ноутбуков (6 Гб),Без системы,17.3,16.0,7.0,2.41,IPS,DDR4,Пластик,Intel Core i5,Intel,4.4,8.0,1920x1080,Нет,54.8,Матовое,Дискретная,NVIDIA,SSD,144.0,1.0,410511.0,49.18,2.0,True,35.2,1920.0,1080.0,2073600.0
laptop,"Xiaomi Book 16 Pro JYU4592CN Ноутбук 16"", Intel Core Ultra 5 125H, RAM 32 ГБ, SSD 1024 ГБ, Intel Arc Graphics, Windows Home, серый, Русская раскладка",1030422.0,4215836.0,85869.0,5.0,69.0,WildZone,4.8,Intel Core Ultra 5 125H,1024.0,Intel Arc Graphics,Windows Home,16.0,32.0,27.0,1.9,no_data,LPDDR5,Металл,Intel Core Ultra 5,Intel,3.6,14.0,3072x1920,no_data,99.0,Матовое,Встроенная,Intel,SSD,165.0,2.0,3185414.0,75.56,2.2857142857142856,True,50.4,3072.0,1920.0,5898240.0
laptop,"Tecno Megabook K16S Ноутбук 16"", AMD Ryzen 7 7735HS, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon 680M, Windows Home, (4894947110825), серый, Русская раскладка",286496.0,429070.0,23875.0,5.0,4.0,Ozon Россия,4.9,AMD Ryzen 7 7735HS,512.0,AMD Radeon 680M,Windows Home,16.0,16.0,7.0,1.8,IPS,LPDDR5,Алюминий,AMD Ryzen 7,AMD,3.2,8.0,1920x1080,Нет,70.0,Матовое,Встроенная,AMD,SSD,60.0,2.0,142574.0,33.23,2.0,False,25.6,1920.0,1080.0,2073600.0
laptop,"ASUS Ноутбук ASUS Vivobook 18 M1807GA-S8054 Ноутбук 18.4"", AMD Ryzen AI 7 H 445, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon, Без системы, (90NB17Y1-M00380), синий, Русская раскладка",700409.0,1186050.0,58368.0,4.9,30.0,Фирменный магазин A...,4.8,AMD Ryzen AI 7 H 445,1024.0,AMD Radeon,Без системы,18.4,32.0,7.0,2.6,IPS,DDR5,no_data,AMD Ryzen AI 7,AMD,2.0,6.0,1920x1200,Нет,70.0,Матовое,Встроенная,AMD,SSD,144.0,2.0,485641.0,40.95,5.333333333333333,True,12.0,1920.0,1200.0,2304000.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,AMD Ryzen 5 7430U,512.0,AMD Radeon Graphics,Windows Home,15.6,16.0,7.0,1.7,IPS,DDR4,no_data,AMD Ryzen 5,AMD,4.3,6.0,1920x1080,Нет,53.5,Матовое,Встроенная,AMD,SSD,60.0,2.0,410511.0,49.18,2.6666666666666665,False,25.799999999999997,1920.0,1080.0,2073600.0
laptop,"Dell Для офиса Latitude 3410-8671 Ноутбук 14"", Intel Core i5-10210U, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows Pro, серый, Русская раскладка",424220.0,834731.0,16277.0,4.9,30.0,Техносэконд,4.9,Intel Core i5-10210U,256.0,Intel UHD Graphics,Windows Pro,14.0,8.0,4.0,2.0,IPS,DDR4,Пластик,Intel Core i5,Intel,1.6,4.0,1920x1080,Нет,40.0,Матовое,Встроенная,Intel,SSD,60.0,1.3,410511.0,49.18,2.0,False,6.4,1920.0,1080.0,2073600.0
laptop,"Acer Ноутбук 17.3"", Intel Processor N100, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics Xe 24EUs, Windows Pro, Русская раскладка",424220.0,834731.0,35260.0,4.9,30.0,Евросеть,4.8,Intel Processor N100,512.0,Intel UHD Graphics Xe 24EUs,Windows Pro,17.3,8.0,5.0,2.2,IPS,DDR5,Пластик,Intel N-series,Intel,3.4,4.0,1920x1080,Нет,56.0,Матовое,Встроенная,Intel,SSD,60.0,2.0,410511.0,49.18,2.0,False,13.6,1920.0,1080.0,2073600.0
laptop,"ASUS Vivobook Go 15 Ноутбук 15.60"", AMD Ryzen 5 40, RAM 8 ГБ, SSD 512 ГБ, AMD Radeon 610M, Windows Pro, (90NB0ZR1-M07450), серебристый, Русская раскладка",261620.0,334438.0,21802.0,4.9,30.0,Ozon Россия,4.9,AMD Ryzen 5 40,512.0,AMD Radeon 610M,Windows Pro,15.6,8.0,7.0,1.63,IPS,LPDDR5,Пластик,AMD Ryzen 5,AMD,4.3,4.0,1920x1080,no_data,42.0,Глянцевое,Гибридная,AMD,SSD,60.0,1.0,72818.0,21.77,2.0,False,17.2,1920.0,1080.0,2073600.0
laptop,"MSI TITAN 18 HX AI A2XWIG-616US Игровой ноутбук 18"", Intel Core Ultra 9 285HX, RAM 64 ГБ, SSD 4096 ГБ, NVIDIA GeForce RTX 5080 для ноутбуков (16 Гб), Windows Pro, (9S7-182421-862), черный, Русская раскладка",2522057.0,3574107.0,210172.0,4.9,30.0,GlobalZon,4.8,Intel Core Ultra 9 285HX,4096.0,NVIDIA GeForce RTX 5080 для ноутбуков (16 Гб),Windows Pro,18.0,64.0,5.0,3.59,Mini LED,DDR5,no_data,Intel Core Ultra 9,Intel,2.8,24.0,3840x2400,Нет,56.0,Матовое,Дискретная,NVIDIA,SSD,120.0,2.0,1052050.0,29.44,2.6666666666666665,True,67.19999999999999,3840.0,2400.0,9216000.0
laptop,"Honor Honor MagicBook 14 Pro 2025,Сенсорный экран 3.2k 120Hz OLED  Ноутбук 14"", Intel Core Ultra 9 285H, RAM 32 ГБ 1024 ГБ, Intel Arc 140T, Русская раскладка",820607.0,1464036.0,68384.0,4.9,30.0,ArtElectro,4.9,Intel Core Ultra 9 285H,1024.0,Intel Arc 140T,no_data,14.0,32.0,10.0,1.4,no_data,LPDDR5X,no_data,Intel Core Ultra 9,Intel,2.6,8.0,no_data,Да,56.0,Глянцевое,Встроенная,no_data,no_data,120.0,2.0,643429.0,43.95,4.0,True,20.8,1920.0,1080.0,2073600.0
laptop,"Lenovo IdeaPad C340-14IML Ноутбук 14"", Intel Core i3-10110U, RAM 4 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows Home, (81TK00DERU), синий, Русская раскладка",424220.0,834731.0,15311.0,4.9,30.0,Play games on laptop,5.0,Intel Core i3-10110U,256.0,Intel UHD Graphics,Windows Home,14.0,4.0,7.0,1.65,IPS,DDR4,no_data,Intel Core i3,Intel,4.1,8.0,1920x1080,Да,56.0,Глянцевое,Встроенная,no_data,SSD,60.0,2.0,410511.0,49.18,0.5,False,32.8,1920.0,1080.0,2073600.0
laptop,"Honor MagicBook X14 2024 Ноутбук 14"", AMD Ryzen 7 8845HS, RAM 32 ГБ, SSD 2000 ГБ, AMD Radeon 780M, Windows Pro, (5301AJME), серебристый, Русская раскладка",668361.0,1370465.0,55697.0,4.9,15.0,Комп-Бутик,4.9,AMD Ryzen 7 8845HS,2000.0,AMD Radeon 780M,Windows Pro,14.0,32.0,7.0,1.4,IPS,LPDDR5,no_data,AMD Ryzen 7,AMD,3.8,8.0,2880x1800,Нет,56.0,no_data,Встроенная,AMD,SSD,120.0,1.0,702104.0,51.23,4.0,True,30.4,2880.0,1800.0,5184000.0
laptop,"HP Для работы учебы игр HP EliteBook 650 G10 Windows 11 Pro&Office Pro+ 2021 Ноутбук 15.6"", Intel Core i5-1335U, RAM 16 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics G7 80EUs, Windows Pro, серебристый, Русская раскладка",530833.0,899889.0,44237.0,4.9,68.0,Ноут Стар,4.9,Intel Core i5-1335U,512.0,Intel Iris Xe Graphics G7 80EUs,Windows Pro,15.6,16.0,8.0,1.79,IPS,DDR4,Алюминиевый сплав,Intel Core i5,Intel,1.3,10.0,1920x1080,Нет,51.0,Матовое,Встроенная,Intel,SSD,60.0,1.3,369056.0,41.01,1.6,False,13.0,1920.0,1080.0,2073600.0
laptop,"Apple Ноутбук, RAM 4 ГБ 128 ГБ, MacOS, серебристый, Русская раскладка",424220.0,834731.0,22047.0,4.9,30.0,Comp+,4.9,no_data,128.0,no_data,MacOS,15.6,4.0,7.0,1.7,no_data,no_data,no_data,Intel Core i5,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,0.5,False,20.8,1920.0,1080.0,2073600.0
laptop,"Packard Bell Ноутбук 15.4"", Intel Core P8400, RAM 2 ГБ, HDD 160 ГБ, Windows Home, серый, черный",424220.0,834731.0,5711.0,4.9,30.0,Правильные ноутбуки S...,4.8,Intel Core P8400,512.0,no_data,Windows Home,15.4,2.0,7.0,1.7,no_data,no_data,no_data,Intel Core 2 Duo,Intel,2.6,2.0,no_data,no_data,56.0,no_data,Дискретная,AMD,HDD,60.0,2.0,410511.0,49.18,1.0,False,5.2,1920.0,1080.0,2073600.0
laptop,"Dell Alienware 16 Aurora Игровой ноутбук 16"", Intel Core 7 240H, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб), Windows Home, (‎LAC16250-7193BLU-PUS), синий, Русская раскладка",989340.0,3881454.0,82445.0,4.9,30.0,GlobalZon,4.8,Intel Core 7 240H,512.0,NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб),Windows Home,16.0,16.0,5.0,2.49,IPS,DDR5,ABS пластик,Intel Core 7,Intel,2.5,10.0,2560x1600,Нет,56.0,Матовое,Дискретная,NVIDIA,SSD,120.0,1.0,2892114.0,74.51,1.6,True,25.0,2560.0,1600.0,4096000.0
laptop,"HP HP Laptop 15-fc0458AU Ноутбук 15.6"", AMD Ryzen 5 7520U, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon, Windows Home, (BG2W9PA), серебристый, Русская раскладка",424220.0,834731.0,38229.0,4.9,30.0,Space Laptops,4.9,AMD Ryzen 5 7520U,1024.0,AMD Radeon,Windows Home,15.6,16.0,7.0,1.7,IPS,LPDDR5,no_data,AMD Ryzen 5,AMD,4.3,4.0,1920x1080,Нет,56.0,Матовое,Встроенная,AMD,SSD,60.0,1.0,410511.0,49.18,4.0,False,17.2,1920.0,1080.0,2073600.0
laptop,"Lenovo Ноутбук Lenovo ThinkBook 14 G4 Windows 11 Pro&Office Pro Plus 2021 Ноутбук 14"", AMD Ryzen 3 5425U, RAM 24 ГБ, SSD 2048 ГБ, AMD Radeon RX Vega 6, Windows Pro, серый металлик, Русская раскладка",573791.0,991001.0,47816.0,4.9,80.0,БукКомп,4.9,AMD Ryzen 3 5425U,2048.0,AMD Radeon RX Vega 6,Windows Pro,14.0,24.0,8.0,1.4,IPS,DDR4,Алюминиевый сплав,AMD Ryzen 3,AMD,2.7,6.0,1920x1080,Нет,60.0,Матовое,Встроенная,AMD,SSD,60.0,2.0,417210.0,42.1,4.0,False,16.200000000000003,1920.0,1080.0,2073600.0
laptop,"Redmi Book 14 2025 JYU4677CN Ноутбук 14"", Intel Core i5-13420H, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Home, серебристый, хром, Русская раскладка",747617.0,2769492.0,62302.0,5.0,37.0,WildZone,4.8,Intel Core i5-13420H,512.0,Intel UHD Graphics,Windows Home,14.0,16.0,13.0,1.37,IPS,LPDDR5X,Металл,Intel Core i5,Intel,3.4,8.0,1920x1200,no_data,56.0,Матовое,Встроенная,Intel,SSD,60.0,1.0,2021875.0,73.01,2.0,False,27.2,1920.0,1200.0,2304000.0
laptop,"Apple MacBook Air 13 Ноутбук 13.6"", Apple M4, RAM 16 ГБ 256 ГБ, MacOS, (2040060817819), голубой, Русская раскладка",424220.0,834731.0,48583.0,5.0,3.0,М.Видео,4.8,Apple M4,256.0,no_data,MacOS,13.6,16.0,18.0,1.5,no_data,LPDDR5,Алюминий,Apple M4,Apple,4.0,8.0,2560x1664,no_data,56.0,no_data,Встроенная,Apple,no_data,60.0,2.0,410511.0,49.18,2.0,False,32.0,2560.0,1664.0,4259840.0
laptop,"MSI Vector 18 HX AI A2XWJG Игровой ноутбук 18"", Intel Core Ultra 9 285HX, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5090 для ноутбуков (24 Гб), Без системы, (9S7-1824B4-1006), темно-серый, Русская раскладка",424220.0,834731.0,179531.0,5.0,2.0,Lime Store,4.9,Intel Core Ultra 9 285HX,1024.0,NVIDIA GeForce RTX 5090 для ноутбуков (24 Гб),Без системы,18.0,32.0,7.0,3.6,IPS,DDR5,Пластик,Intel Core Ultra 9,Intel,2.8,24.0,2560x1600,Нет,99.0,Матовое,Дискретная,NVIDIA,SSD,240.0,2.0,410511.0,49.18,1.3333333333333333,True,67.19999999999999,2560.0,1600.0,4096000.0
laptop,"Lenovo Ноутбук 16"", Intel Core i5-13420H, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, (21KH00SMEV), серый, Русская раскладка",560147.0,1160027.0,46679.0,4.9,30.0,F5it,4.8,Intel Core i5-13420H,512.0,Intel UHD Graphics,no_data,16.0,16.0,7.0,1.7,IPS,no_data,"Металл, Пластик",Intel Core i5,Intel,2.1,8.0,1920x1200,Нет,71.0,no_data,Встроенная,Intel,SSD,60.0,1.0,599880.0,51.71,2.0,False,16.8,1920.0,1200.0,2304000.0
laptop,"ASUS Ноутбук 14"", Intel Core i3-2370M, RAM 32 ГБ, SSD 1000 ГБ, Intel Arc Graphics, Windows Home, (90NB14F1-M002C0), серый, Русская раскладка",424220.0,834731.0,75392.0,4.9,30.0,КомпьютерМаркет,4.8,Intel Core i3-2370M,1000.0,Intel Arc Graphics,Windows Home,14.0,32.0,7.0,1.2,OLED,DDR5,Металл,Intel Core Ultra 7,Intel,2.2,8.0,2880x1800,Нет,72.0,Глянцевое,Дискретная,Intel,SSD,120.0,1.0,410511.0,49.18,4.0,True,17.6,2880.0,1800.0,5184000.0
laptop,"ASUS Ноутбук 14"", Intel Core Ultra 9 285H, RAM 32 ГБ, SSD 1000 ГБ, Intel Arc Graphics, Без системы, (90NB14W4-M010B0), серебристый, Русская раскладка",424220.0,834731.0,67729.0,4.8,35.0,КомпьютерМаркет,4.8,Intel Core Ultra 9 285H,1000.0,Intel Arc Graphics,Без системы,14.0,32.0,7.0,1.2,OLED,DDR5,Пластик,Intel Core Ultra 9,Intel,2.9,16.0,1920x1080,Нет,56.0,Глянцевое,Встроенная,Intel,SSD,60.0,2.0,410511.0,49.18,2.0,False,46.4,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,Intel Core i5-8250U,256.0,Intel HD Graphics 620,Windows Pro,13.3,8.0,11.0,1.3,no_data,DDR3L,no_data,Intel Core i7,Intel,1.8,4.0,1920x1080,Нет,56.0,no_data,Встроенная,Intel,SSD,60.0,1.0,410511.0,49.18,2.0,False,7.2,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,Intel Core i7-13700HX,512.0,NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб),Без системы,15.6,16.0,7.0,2.4,IPS,DDR5,no_data,Intel Core i7,Intel,2.1,16.0,1920x1080,Нет,60.0,Матовое,Дискретная,NVIDIA,SSD,144.0,5.0,410511.0,49.18,1.0,True,33.6,1920.0,1080.0,2073600.0
laptop,"Machcreator Origin XT Ноутбук 16"", AMD Ryzen 7 8845HS, RAM 32 ГБ 2000 ГБ, AMD Radeon 780M, Windows Pro, (2040047871315,6975971298630), серый металлик",424220.0,834731.0,98607.0,4.9,16.0,М.Видео,4.8,AMD Ryzen 7 8845HS,2000.0,AMD Radeon 780M,Windows Pro,16.0,32.0,6.0,1.9,no_data,LPDDR5X,Пластик,AMD Ryzen 7,AMD,5.1,8.0,2560x1600,no_data,56.0,Матовое,no_data,no_data,no_data,120.0,2.0,410511.0,49.18,4.0,True,40.8,2560.0,1600.0,4096000.0
laptop,"THESEUS ноутбук для игр Ноутбук 15.6"", Intel Core i7-1060NG7, RAM 16 ГБ, SSD 512 ГБ, Intel Iris Plus Graphics, Windows Pro, серебристый, Русская раскладка",424220.0,834731.0,28012.0,4.7,258.0,SinoTech,4.7,Intel Core i7-1060NG7,512.0,Intel Iris Plus Graphics,Windows Pro,15.6,16.0,5.0,1.5,IPS,LPDDR4,"Металл, Стекло",Intel Core i7,Intel,1.1,4.0,1920x1080,no_data,57.0,Антибликовое,Встроенная,Intel,SSD,60.0,1.0,410511.0,49.18,4.0,False,4.4,1920.0,1080.0,2073600.0
laptop,"Apple MacBook Pro 14 2024 Ноутбук 14.2"", Apple M4 Pro (14C CPU, 20C GPU), RAM 24 ГБ, SSD 1024 ГБ, MacOS, (MX2F3), серебристый, Русская раскладка",1878422.0,3808309.0,156536.0,5.0,15.0,Forward Store,4.9,"Apple M4 Pro (14C CPU, 20C GPU)",1024.0,no_data,MacOS,14.2,24.0,24.0,1.55,Liquid Retina XDR,LPDDR5X,Алюминий,Apple M4 Pro,Apple,4.52,14.0,3024x1964,Нет,72.4,Глянцевое,Встроенная,Apple,SSD,120.0,12.0,1929887.0,50.68,1.7142857142857142,True,63.279999999999994,3024.0,1964.0,5939136.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,Intel Core 5 210H,512.0,Intel UHD Graphics,Без системы,16.0,16.0,7.0,1.7,IPS,DDR5,"Алюминий, Пластик",Intel Core 5,Intel,2.2,8.0,1920x1200,no_data,56.0,no_data,no_data,Intel,no_data,144.0,2.0,410511.0,49.18,2.0,True,17.6,1920.0,1200.0,2304000.0
laptop,"Ninkear A15 Plus(Двойная ОЗУ и SSD,до 4,5 ГГц)Подходит для подарков, офиса, работы и учебы,Мощный  Игровой ноутбук 15.6"", AMD Ryzen 7 5825U, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon Graphics, Windows Pro, (Office+Windows 11 Pro, Быстрая зарядка Type-C с PD 65W, AI видеокарта, Угол обзора 180 градусов, WiFi 6, Отпечатки пальцев ), темно-серый, Русская раскладка",442063.0,677719.0,36839.0,5.0,13.0,Ноутбук Фанатик,4.9,AMD Ryzen 7 5825U,1024.0,AMD Radeon Graphics,Windows Pro,15.6,16.0,8.0,1.7,IPS,DDR4,"Алюминий, Алюминиевый сплав",AMD Ryzen 7,AMD,2.0,8.0,1920x1080,no_data,63.52,Матовое,no_data,AMD,SSD,60.0,1.0,235656.0,34.77,2.0,False,16.0,1920.0,1080.0,2073600.0
laptop,"ASUS TUF Gaming A18 FA808UP-S8030 Игровой ноутбук 18"", AMD Ryzen 7 260, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5070 для ноутбуков (8 Гб), Без системы, (90NR0NL1-M001L0), серый, Русская раскладка",424220.0,834731.0,93917.0,4.9,30.0,Lime Store,4.9,AMD Ryzen 7 260,1024.0,NVIDIA GeForce RTX 5070 для ноутбуков (8 Гб),Без системы,18.0,32.0,7.0,2.6,IPS,DDR5,Алюминий,AMD Ryzen 7,AMD,3.8,8.0,1920x1200,Нет,90.0,Матовое,Дискретная,NVIDIA,SSD,144.0,2.0,410511.0,49.18,4.0,True,30.4,1920.0,1200.0,2304000.0
laptop,"ASUS Ноутбук 17.3"", Intel Core i3-1215U, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Pro, серый, Русская раскладка",424220.0,834731.0,38522.0,5.0,5.0,Интернет Решения,4.9,Intel Core i3-1215U,512.0,Intel UHD Graphics,Windows Pro,17.3,16.0,7.0,2.1,IPS,DDR4,ABS пластик,Intel Core i3,Intel,4.4,6.0,1920x1080,no_data,56.0,Матовое,Встроенная,Intel,SSD,60.0,2.0,410511.0,49.18,2.6666666666666665,False,26.400000000000002,1920.0,1080.0,2073600.0
laptop,"Apple MacBook Air 15 M4 Ноутбук 15.3"", Apple M4 (10C CPU, 10C GPU), RAM 24 ГБ, SSD 512 ГБ, Apple M4 GPU (10-Core), MacOS, (MC7D4), голубой, светло-синий, Русская раскладка",1041070.0,4739862.0,86756.0,4.9,207.0,MacTop,5.0,"Apple M4 (10C CPU, 10C GPU)",512.0,Apple M4 GPU (10-Core),MacOS,15.3,24.0,7.0,1.51,IPS,LPDDR5,Алюминий,Apple M4,Apple,4.05,10.0,2880x1864,Нет,66.5,Глянцевое,Встроенная,Apple,SSD,60.0,2.0,3698792.0,78.04,2.4,False,40.5,2880.0,1864.0,5368320.0
