category,name_card,price,price_old,price_installment,rating_card,reviews_card,name_seller,rating_seller,cpu,ssd_capacity,gpu_full_name,os,screen_diagonal,ram,auto_time,weight_kg,matrix,ram_type,case_material,cpu_model,processor_brand,ghz_processor,processor_cores,screen_size,touch_screen,battery_capacity,screen_coating,gpu_type,brand_graphic_proccessor,storage_type,hz_screen,web_camera,discount_abs,discount_pct,ram_per_core,high_refresh_rate,cpu_power_proxy,res_w,res_h,pixel_count
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
laptop,,424220.0,834731.0,37342.0,4.9,30.0,no_data,4.8,no_data,512.0,no_data,no_data,15.6,16.0,7.0,1.7,no_data,no_data,no_data,no_data,no_data,2.6,8.0,no_data,no_data,56.0,no_data,no_data,no_data,no_data,60.0,2.0,410511.0,49.18,2.0,False,20.8,1920.0,1080.0,2073600.0
